,year,geography,fips,cases_Female_Chlamydia_0-14,cases_Female_Chlamydia_15-19,cases_Female_Chlamydia_20-24,cases_Female_Chlamydia_25-29,cases_Female_Chlamydia_30-34,cases_Female_Chlamydia_35-39,cases_Female_Chlamydia_40-44,"cases_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Female_Gonorrhea_0-14,cases_Female_Gonorrhea_15-19,cases_Female_Gonorrhea_20-24,cases_Female_Gonorrhea_25-29,cases_Female_Gonorrhea_30-34,cases_Female_Gonorrhea_35-39,cases_Female_Gonorrhea_40-44,cases_Female_Primary and Secondary Syphilis_0-14,cases_Female_Primary and Secondary Syphilis_15-19,cases_Female_Primary and Secondary Syphilis_20-24,cases_Female_Primary and Secondary Syphilis_25-29,cases_Female_Primary and Secondary Syphilis_30-34,cases_Female_Primary and Secondary Syphilis_35-39,cases_Female_Primary and Secondary Syphilis_40-44,cases_Male_Chlamydia_0-14,cases_Male_Chlamydia_15-19,cases_Male_Chlamydia_20-24,cases_Male_Chlamydia_25-29,cases_Male_Chlamydia_30-34,cases_Male_Chlamydia_35-39,cases_Male_Chlamydia_40-44,"cases_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Male_Gonorrhea_0-14,cases_Male_Gonorrhea_15-19,cases_Male_Gonorrhea_20-24,cases_Male_Gonorrhea_25-29,cases_Male_Gonorrhea_30-34,cases_Male_Gonorrhea_35-39,cases_Male_Gonorrhea_40-44,cases_Male_Primary and Secondary Syphilis_0-14,cases_Male_Primary and Secondary Syphilis_15-19,cases_Male_Primary and Secondary Syphilis_20-24,cases_Male_Primary and Secondary Syphilis_25-29,cases_Male_Primary and Secondary Syphilis_30-34,cases_Male_Primary and Secondary Syphilis_35-39,cases_Male_Primary and Secondary Syphilis_40-44,ratePer100000_Female_Chlamydia_0-14,ratePer100000_Female_Chlamydia_15-19,ratePer100000_Female_Chlamydia_20-24,ratePer100000_Female_Chlamydia_25-29,ratePer100000_Female_Chlamydia_30-34,ratePer100000_Female_Chlamydia_35-39,ratePer100000_Female_Chlamydia_40-44,"ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Female_Gonorrhea_0-14,ratePer100000_Female_Gonorrhea_15-19,ratePer100000_Female_Gonorrhea_20-24,ratePer100000_Female_Gonorrhea_25-29,ratePer100000_Female_Gonorrhea_30-34,ratePer100000_Female_Gonorrhea_35-39,ratePer100000_Female_Gonorrhea_40-44,ratePer100000_Female_Primary and Secondary Syphilis_0-14,ratePer100000_Female_Primary and Secondary Syphilis_15-19,ratePer100000_Female_Primary and Secondary Syphilis_20-24,ratePer100000_Female_Primary and Secondary Syphilis_25-29,ratePer100000_Female_Primary and Secondary Syphilis_30-34,ratePer100000_Female_Primary and Secondary Syphilis_35-39,ratePer100000_Female_Primary and Secondary Syphilis_40-44,ratePer100000_Male_Chlamydia_0-14,ratePer100000_Male_Chlamydia_15-19,ratePer100000_Male_Chlamydia_20-24,ratePer100000_Male_Chlamydia_25-29,ratePer100000_Male_Chlamydia_30-34,ratePer100000_Male_Chlamydia_35-39,ratePer100000_Male_Chlamydia_40-44,"ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Male_Gonorrhea_0-14,ratePer100000_Male_Gonorrhea_15-19,ratePer100000_Male_Gonorrhea_20-24,ratePer100000_Male_Gonorrhea_25-29,ratePer100000_Male_Gonorrhea_30-34,ratePer100000_Male_Gonorrhea_35-39,ratePer100000_Male_Gonorrhea_40-44,ratePer100000_Male_Primary and Secondary Syphilis_0-14,ratePer100000_Male_Primary and Secondary Syphilis_15-19,ratePer100000_Male_Primary and Secondary Syphilis_20-24,ratePer100000_Male_Primary and Secondary Syphilis_25-29,ratePer100000_Male_Primary and Secondary Syphilis_30-34,ratePer100000_Male_Primary and Secondary Syphilis_35-39,ratePer100000_Male_Primary and Secondary Syphilis_40-44
1456,2020 (COVID-19 Pandemic),"Kent County, MD",24029,0.0,8.0,13.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1139.6,1818.2,641.0,0.0,645.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.5,593.5,739.4,0.0,0.0,245.1,0.0,0.0,0.0,184.8,0.0,0.0,0.0,0.0,303.0,445.1,554.5,0.0,207.9,0.0,0.0,0.0,148.4,0.0,0.0,0.0,0.0
1457,2020 (COVID-19 Pandemic),"Kent County, MI",26081,29.0,632.0,827.0,375.0,164.0,64.0,36.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,13.0,223.0,331.0,159.0,102.0,60.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,216.0,373.0,264.0,125.0,80.0,41.0,0.0,1.0,8.0,10.0,4.0,6.0,3.0,1.0,106.0,231.0,238.0,144.0,123.0,57.0,0.0,0.0,5.0,4.0,6.0,4.0,2.0,45.6,2980.0,3717.9,1374.1,661.7,285.8,183.6,0.0,0.0,9.0,0.0,4.0,4.5,0.0,20.4,1051.5,1488.0,582.6,411.6,267.9,168.3,0.0,0.0,4.5,3.7,0.0,0.0,10.2,3.0,987.8,1685.8,952.7,497.0,352.9,215.2,0.0,4.6,36.2,36.1,15.9,26.5,15.7,1.5,484.7,1044.0,858.8,572.6,542.6,299.2,0.0,0.0,22.6,14.4,23.9,17.6,10.5
1458,2020 (COVID-19 Pandemic),"Kent County, RI",44003,0.0,66.0,119.0,49.0,16.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,28.0,33.0,18.0,6.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,11.0,9.0,18.0,10.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1602.3,2882.8,919.7,287.7,245.6,124.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.9,266.5,206.5,125.9,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.1,652.1,590.3,319.7,110.4,86.1,0.0,0.0,23.3,0.0,35.5,0.0,0.0,0.0,67.3,256.2,161.0,319.7,184.0,172.2,0.0,0.0,0.0,17.9,35.5,18.4,0.0
1459,2020 (COVID-19 Pandemic),"Kent County, TX",48263,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,2020 (COVID-19 Pandemic),"Kenton County, KY",21117,4.0,116.0,145.0,69.0,43.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,52.0,15.0,16.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,64.0,33.0,26.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,7.0,26.0,16.0,14.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,24.7,2438.0,3043.7,1103.6,704.6,228.4,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.4,1091.5,239.9,262.2,87.9,134.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,6.0,437.3,1272.1,517.5,416.5,71.2,95.5,0.0,0.0,0.0,15.7,32.0,0.0,38.2,0.0,133.1,516.8,250.9,224.3,89.0,57.3,0.0,0.0,0.0,31.4,0.0,35.6,0.0
1461,2020 (COVID-19 Pandemic),"Keokuk County, IA",19107,0.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678.9,833.3,1132.1,413.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.4,416.7,377.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.9,375.9,1052.6,366.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,2020 (COVID-19 Pandemic),"Kern County, CA",6029,18.0,786.0,1279.0,799.0,353.0,192.0,84.0,1.0,2.0,8.0,9.0,16.0,12.0,6.0,8.0,153.0,247.0,201.0,145.0,104.0,52.0,1.0,4.0,9.0,15.0,14.0,8.0,14.0,1.0,194.0,553.0,401.0,229.0,155.0,72.0,0.0,7.0,6.0,16.0,8.0,10.0,6.0,0.0,91.0,262.0,250.0,148.0,117.0,65.0,0.0,10.0,24.0,36.0,28.0,16.0,11.0,16.9,2421.2,4259.6,2363.8,1138.0,659.4,327.5,0.9,6.2,26.6,26.6,51.6,41.2,23.4,7.5,471.3,822.6,594.7,467.5,357.2,202.8,0.9,12.3,30.0,44.4,45.1,27.5,54.6,0.9,561.1,1594.7,1005.8,637.2,471.7,252.0,0.0,20.2,17.3,40.1,22.3,30.4,21.0,0.0,263.2,755.5,627.1,411.8,356.1,227.5,0.0,28.9,69.2,90.3,77.9,48.7,38.5
1463,2020 (COVID-19 Pandemic),"Kerr County, TX",48265,0.0,21.0,35.0,16.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,8.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.4,2489.3,1115.8,365.0,295.2,259.5,0.0,66.4,0.0,0.0,0.0,0.0,0.0,0.0,265.6,569.0,418.4,219.0,73.8,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.4,743.7,574.7,77.2,155.9,171.5,0.0,0.0,0.0,0.0,0.0,155.9,85.8,0.0,126.2,202.8,431.0,0.0,311.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,2020 (COVID-19 Pandemic),"Kershaw County, SC",45055,1.0,69.0,88.0,48.0,21.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,21.0,7.0,12.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,43.0,25.0,18.0,10.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,31.0,20.0,14.0,11.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,16.2,3451.7,5307.6,2366.9,1020.4,286.4,194.6,0.0,0.0,0.0,98.6,0.0,0.0,0.0,0.0,1250.6,1266.6,345.2,583.1,238.7,194.6,0.0,0.0,60.3,0.0,0.0,0.0,0.0,0.0,1484.0,2460.0,1320.7,961.0,510.7,314.1,0.0,0.0,0.0,105.7,0.0,0.0,0.0,0.0,718.0,1773.5,1056.5,747.5,561.8,314.1,0.0,0.0,57.2,105.7,0.0,0.0,0.0
1465,2020 (COVID-19 Pandemic),"Ketchikan Gateway Borough, AK",2130,1.0,6.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,81.6,1554.4,1123.6,659.3,431.0,0.0,253.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6,1295.3,0.0,0.0,215.5,0.0,0.0,,,,,,,,0.0,427.4,505.1,767.8,409.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.4,252.5,191.9,0.0,0.0,0.0,,,,,,,
1466,2020 (COVID-19 Pandemic),"Kewaunee County, WI",55061,1.0,9.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,1463.4,1646.1,1014.2,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6,411.5,0.0,182.1,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.1,361.0,177.6,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,2020 (COVID-19 Pandemic),"Keweenaw County, MI",26083,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
1468,2020 (COVID-19 Pandemic),"Keya Paha County, NE",31103,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,2020 (COVID-19 Pandemic),"Kidder County, ND",38043,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,2020 (COVID-19 Pandemic),"Kimball County, NE",31105,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,2020 (COVID-19 Pandemic),"Kimble County, TX",48267,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,2020 (COVID-19 Pandemic),"King And Queen County, VA",51097,0.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.7,3658.5,2577.3,1298.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.2,0.0,0.0,1298.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.1,473.9,456.6,598.8,510.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.8,456.6,598.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,2020 (COVID-19 Pandemic),"King County, TX",48269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,2020 (COVID-19 Pandemic),"King County, WA",53033,24.0,1001.0,1651.0,923.0,441.0,217.0,97.0,0.0,2.0,6.0,5.0,8.0,7.0,1.0,10.0,169.0,342.0,232.0,177.0,129.0,78.0,0.0,2.0,5.0,5.0,8.0,3.0,8.0,9.0,279.0,787.0,919.0,736.0,480.0,259.0,0.0,3.0,16.0,44.0,55.0,44.0,45.0,6.0,96.0,440.0,726.0,641.0,474.0,266.0,0.0,3.0,23.0,50.0,58.0,46.0,32.0,12.9,1673.9,2563.7,931.1,444.0,242.5,126.6,0.0,3.3,9.3,5.0,8.1,7.8,1.3,5.4,282.6,531.1,234.0,178.2,144.2,101.8,0.0,3.3,7.8,5.0,8.1,3.4,10.4,4.6,459.0,1151.8,849.7,672.5,499.2,322.4,0.0,4.9,23.4,40.7,50.3,45.8,56.0,3.1,157.9,644.0,671.2,585.7,493.0,331.1,0.0,4.9,33.7,46.2,53.0,47.8,39.8
1475,2020 (COVID-19 Pandemic),"King George County, VA",51099,0.0,8.0,26.0,11.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.9,3586.2,1361.4,589.6,413.7,336.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103.4,0.0,117.9,0.0,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.5,883.0,900.9,109.9,109.4,110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.4,110.4,563.1,109.9,0.0,110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,2020 (COVID-19 Pandemic),"King William County, VA",51101,0.0,8.0,15.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1702.1,3496.5,1666.7,1013.5,0.0,194.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.4,333.3,168.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.3,457.7,179.9,556.6,168.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.5,0.0,185.5,506.8,203.7,0.0,0.0,0.0,179.9,0.0,0.0,0.0
1477,2020 (COVID-19 Pandemic),"Kingfisher County, OK",40073,0.0,4.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.4,2304.1,1106.2,879.1,179.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.6,0.0,221.2,0.0,179.2,227.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.1,438.6,221.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.1,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,2020 (COVID-19 Pandemic),"Kingman County, KS",20095,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,423.7,598.8,568.2,510.2,490.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.7,598.8,0.0,0.0,490.2,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.2,0.0,0.0,0.0,0.0
1479,2020 (COVID-19 Pandemic),"Kings County, CA",6031,7.0,124.0,251.0,148.0,62.0,29.0,13.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,3.0,22.0,42.0,27.0,23.0,19.0,8.0,0.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,40.0,161.0,81.0,44.0,31.0,8.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,13.0,45.0,37.0,25.0,27.0,8.0,0.0,1.0,2.0,4.0,5.0,6.0,1.0,40.7,2545.7,4934.1,2694.8,1232.1,616.2,337.0,0.0,0.0,78.6,91.0,39.7,21.2,0.0,17.4,451.7,825.6,491.6,457.1,403.7,207.4,0.0,0.0,39.3,72.8,39.7,63.7,0.0,0.0,743.5,2158.2,1004.8,593.4,449.9,134.8,0.0,0.0,13.4,0.0,40.5,14.5,0.0,0.0,241.6,603.2,459.0,337.2,391.8,134.8,0.0,18.6,26.8,49.6,67.4,87.1,16.8
