,year,fips,covid_cases,county_name
2265,2020,18117,1204,Orange County 
2268,2020,18119,1295,Owen County 
2271,2020,18121,1172,Parke County 
2274,2020,18123,1179,Perry County 
2277,2020,18125,912,Pike County 
2280,2020,18127,12711,Porter County 
2283,2020,18129,1859,Posey County 
2286,2020,18131,834,Pulaski County 
2289,2020,18133,2411,Putnam County 
2292,2020,18135,1856,Randolph County 
2295,2020,18137,2437,Ripley County 
2298,2020,18139,1231,Rush County 
2301,2020,18141,24068,St. Joseph County 
2304,2020,18143,1894,Scott County 
2307,2020,18145,4130,Shelby County 
2310,2020,18147,1471,Spencer County 
2313,2020,18149,1553,Starke County 
2316,2020,18151,2599,Steuben County 
2319,2020,18153,1636,Sullivan County 
2322,2020,18155,494,Switzerland County 
2325,2020,18157,14796,Tippecanoe County 
2328,2020,18159,1050,Tipton County 
2331,2020,18161,514,Union County 
2334,2020,18163,15241,Vanderburgh County 
2337,2020,18165,1213,Vermillion County 
2340,2020,18167,9198,Vigo County 
2343,2020,18169,2600,Wabash County 
2346,2020,18171,522,Warren County 
2349,2020,18173,5171,Warrick County 
2352,2020,18175,1419,Washington County 
2355,2020,18177,5556,Wayne County 
2358,2020,18179,1932,Wells County 
2361,2020,18181,2294,White County 
2364,2020,18183,2452,Whitley County 
2367,2020,19001,592,Adair County 
2370,2020,19003,256,Adams County 
2373,2020,19005,1171,Allamakee County 
2376,2020,19007,958,Appanoose County 
2379,2020,19009,368,Audubon County 
2382,2020,19011,1972,Benton County 
2385,2020,19013,12679,Black Hawk County 
2388,2020,19015,1874,Boone County 
2391,2020,19017,2247,Bremer County 
2394,2020,19019,1436,Buchanan County 
2397,2020,19021,3665,Buena Vista County 
2400,2020,19023,1258,Butler County 
2403,2020,19025,1172,Calhoun County 
2406,2020,19027,2356,Carroll County 
2409,2020,19029,1021,Cass County 
2412,2020,19031,1370,Cedar County 
2415,2020,19033,4308,Cerro Gordo County 
2418,2020,19035,1224,Cherokee County 
2421,2020,19037,1028,Chickasaw County 
2424,2020,19039,675,Clarke County 
2427,2020,19041,1531,Clay County 
2430,2020,19043,1366,Clayton County 
2433,2020,19045,4102,Clinton County 
2436,2020,19047,2106,Crawford County 
2439,2020,19049,7833,Dallas County 
2442,2020,19051,636,Davis County 
2445,2020,19053,422,Decatur County 
2448,2020,19055,1627,Delaware County 
2451,2020,19057,3463,Des Moines County 
2454,2020,19059,1678,Dickinson County 
2457,2020,19061,10555,Dubuque County 
2460,2020,19063,994,Emmet County 
2463,2020,19065,1382,Fayette County 
2466,2020,19067,1271,Floyd County 
2469,2020,19069,890,Franklin County 
2472,2020,19071,461,Fremont County 
2475,2020,19073,644,Greene County 
2478,2020,19075,1073,Grundy County 
2481,2020,19077,942,Guthrie County 
2484,2020,19079,1465,Hamilton County 
2487,2020,19081,1165,Hancock County 
2490,2020,19083,1444,Hardin County 
2493,2020,19085,1412,Harrison County 
2496,2020,19087,2456,Henry County 
2499,2020,19089,709,Howard County 
2502,2020,19091,973,Humboldt County 
2505,2020,19093,688,Ida County 
2508,2020,19095,1131,Iowa County 
2511,2020,19097,1763,Jackson County 
2514,2020,19099,2841,Jasper County 
2517,2020,19101,1004,Jefferson County 
2520,2020,19103,11019,Johnson County 
2523,2020,19105,2571,Jones County 
2526,2020,19107,785,Keokuk County 
2529,2020,19109,1538,Kossuth County 
2532,2020,19111,2831,Lee County 
2535,2020,19113,16485,Linn County 
2538,2020,19115,1056,Louisa County 
2541,2020,19117,563,Lucas County 
2544,2020,19119,1241,Lyon County 
2547,2020,19121,952,Madison County 
2550,2020,19123,1713,Mahaska County 
2553,2020,19125,2675,Marion County 
2556,2020,19127,3993,Marshall County 
2559,2020,19129,1260,Mills County 
2562,2020,19131,1023,Mitchell County 
2565,2020,19133,541,Monona County 
2568,2020,19135,639,Monroe County 
2571,2020,19137,739,Montgomery County 
2574,2020,19139,3528,Muscatine County 
2577,2020,19141,1582,O'Brien County 
2580,2020,19143,609,Osceola County 
2583,2020,19145,1346,Page County 
2586,2020,19147,804,Palo Alto County 
2589,2020,19149,3328,Plymouth County 
2592,2020,19151,711,Pocahontas County 
2595,2020,19153,40949,Polk County 
2598,2020,19155,8142,Pottawattamie County 
2601,2020,19157,1191,Poweshiek County 
2604,2020,19159,356,Ringgold County 
2607,2020,19161,1031,Sac County 
2610,2020,19163,13989,Scott County 
2613,2020,19165,935,Shelby County 
2616,2020,19167,4310,Sioux County 
2619,2020,19169,7942,Story County 
2622,2020,19171,1748,Tama County 
2625,2020,19173,535,Taylor County 
2628,2020,19175,1012,Union County 
2631,2020,19177,451,Van Buren County 
2634,2020,19179,3102,Wapello County 
2637,2020,19181,3728,Warren County 
2640,2020,19183,1863,Washington County 
2643,2020,19185,369,Wayne County 
2646,2020,19187,4416,Webster County 
2649,2020,19189,1098,Winnebago County 
2652,2020,19191,1368,Winneshiek County 
2655,2020,19193,12181,Woodbury County 
2658,2020,19195,515,Worth County 
2661,2020,19197,1521,Wright County 
2664,2020,20001,653,Allen County 
2667,2020,20003,564,Anderson County 
2670,2020,20005,1251,Atchison County 
2673,2020,20007,283,Barber County 
2676,2020,20009,2201,Barton County 
2679,2020,20011,927,Bourbon County 
2682,2020,20013,1023,Brown County 
2685,2020,20015,5314,Butler County 
2688,2020,20017,208,Chase County 
2691,2020,20019,181,Chautauqua County 
2694,2020,20021,1709,Cherokee County 
2697,2020,20023,275,Cheyenne County 
2700,2020,20025,191,Clark County 
2703,2020,20027,647,Clay County 
2706,2020,20029,853,Cloud County 
2709,2020,20031,508,Coffey County 
2712,2020,20033,150,Comanche County 
2715,2020,20035,2544,Cowley County 
2718,2020,20037,3379,Crawford County 
2721,2020,20039,231,Decatur County 
2724,2020,20041,1239,Dickinson County 
2727,2020,20043,723,Doniphan County 
2730,2020,20045,6428,Douglas County 
2733,2020,20047,221,Edwards County 
2736,2020,20049,106,Elk County 
2739,2020,20051,3210,Ellis County 
2742,2020,20053,1048,Ellsworth County 
2745,2020,20055,5457,Finney County 
2748,2020,20057,5138,Ford County 
2751,2020,20059,1757,Franklin County 
2754,2020,20061,1759,Geary County 
2757,2020,20063,332,Gove County 
2760,2020,20065,204,Graham County 
2763,2020,20067,912,Grant County 
2766,2020,20069,523,Gray County 
2769,2020,20071,93,Greeley County 
2772,2020,20073,452,Greenwood County 
2775,2020,20075,187,Hamilton County 
2778,2020,20077,427,Harper County 
2781,2020,20079,2623,Harvey County 
2784,2020,20081,361,Haskell County 
2787,2020,20083,161,Hodgeman County 
2790,2020,20085,1018,Jackson County 
2793,2020,20087,1173,Jefferson County 
2796,2020,20089,150,Jewell County 
2799,2020,20091,38865,Johnson County 
2802,2020,20093,503,Kearny County 
2805,2020,20095,557,Kingman County 
2808,2020,20097,175,Kiowa County 
2811,2020,20099,1922,Labette County 
2814,2020,20101,109,Lane County 
2817,2020,20103,5044,Leavenworth County 
2820,2020,20105,208,Lincoln County 
2823,2020,20107,518,Linn County 
2826,2020,20109,273,Logan County 
2829,2020,20111,3366,Lyon County 
2832,2020,20113,2348,McPherson County 
2835,2020,20115,687,Marion County 
2838,2020,20117,855,Marshall County 
2841,2020,20119,400,Meade County 
2844,2020,20121,1818,Miami County 
2847,2020,20123,401,Mitchell County 
2850,2020,20125,2244,Montgomery County 
2853,2020,20127,404,Morris County 
2856,2020,20129,201,Morton County 
2859,2020,20131,1345,Nemaha County 
2862,2020,20133,1192,Neosho County 
2865,2020,20135,323,Ness County 
2868,2020,20137,1193,Norton County 
2871,2020,20139,816,Osage County 
2874,2020,20141,181,Osborne County 
2877,2020,20143,417,Ottawa County 
2880,2020,20145,982,Pawnee County 
2883,2020,20147,578,Phillips County 
2886,2020,20149,1109,Pottawatomie County 
2889,2020,20151,683,Pratt County 
2892,2020,20153,306,Rawlins County 
2895,2020,20155,6938,Reno County 
2898,2020,20157,578,Republic County 
2901,2020,20159,783,Rice County 
2904,2020,20161,4917,Riley County 
2907,2020,20163,461,Rooks County 
2910,2020,20165,343,Rush County 
2913,2020,20167,727,Russell County 
2916,2020,20169,4436,Saline County 
2919,2020,20171,507,Scott County 
2922,2020,20173,39423,Sedgwick County 
2925,2020,20175,3552,Seward County 
2928,2020,20177,11608,Shawnee County 
2931,2020,20179,383,Sheridan County 
2934,2020,20181,544,Sherman County 
2937,2020,20183,208,Smith County 
2940,2020,20185,280,Stafford County 
2943,2020,20187,161,Stanton County 
2946,2020,20189,482,Stevens County 
2949,2020,20191,1338,Sumner County 
2952,2020,20193,934,Thomas County 
2955,2020,20195,292,Trego County 
2958,2020,20197,442,Wabaunsee County 
2961,2020,20199,159,Wallace County 
2964,2020,20201,436,Washington County 
2967,2020,20203,179,Wichita County 
2970,2020,20205,656,Wilson County 
2973,2020,20207,114,Woodson County 
2976,2020,20209,15576,Wyandotte County 
2979,2020,21001,1202,Adair County 
2982,2020,21003,1153,Allen County 
2985,2020,21005,971,Anderson County 
2988,2020,21007,233,Ballard County 
2991,2020,21009,2536,Barren County 
2994,2020,21011,505,Bath County 
2997,2020,21013,1787,Bell County 
3000,2020,21015,7521,Boone County 
3003,2020,21017,926,Bourbon County 
3006,2020,21019,3003,Boyd County 
3009,2020,21021,2162,Boyle County 
3012,2020,21023,275,Bracken County 
3015,2020,21025,597,Breathitt County 
3018,2020,21027,658,Breckinridge County 
3021,2020,21029,4134,Bullitt County 
3024,2020,21031,789,Butler County 
3027,2020,21033,869,Caldwell County 
3030,2020,21035,2344,Calloway County 
3033,2020,21037,4513,Campbell County 
3036,2020,21039,328,Carlisle County 
3039,2020,21041,527,Carroll County 
3042,2020,21043,1363,Carter County 
3045,2020,21045,826,Casey County 
3048,2020,21047,4258,Christian County 
3051,2020,21049,1452,Clark County 
3054,2020,21051,1623,Clay County 
3057,2020,21053,839,Clinton County 
3060,2020,21055,336,Crittenden County 
3063,2020,21057,394,Cumberland County 
3066,2020,21059,5737,Daviess County 
3069,2020,21061,537,Edmonson County 
3072,2020,21063,784,Elliott County 
3075,2020,21065,670,Estill County 
3078,2020,21067,23078,Fayette County 
3081,2020,21069,711,Fleming County 
3084,2020,21071,1805,Floyd County 
3087,2020,21073,2132,Franklin County 
3090,2020,21075,363,Fulton County 
3093,2020,21077,426,Gallatin County 
3096,2020,21079,940,Garrard County 
3099,2020,21081,1238,Grant County 
3102,2020,21083,2632,Graves County 
3105,2020,21085,1295,Grayson County 
3108,2020,21087,750,Green County 
3111,2020,21089,2275,Greenup County 
3114,2020,21091,447,Hancock County 
3117,2020,21093,5949,Hardin County 
3120,2020,21095,1538,Harlan County 
3123,2020,21097,729,Harrison County 
3126,2020,21099,1229,Hart County 
3129,2020,21101,2939,Henderson County 
3132,2020,21103,814,Henry County 
3135,2020,21105,223,Hickman County 
3138,2020,21107,2623,Hopkins County 
3141,2020,21109,846,Jackson County 
3144,2020,21111,50804,Jefferson County 
3147,2020,21113,2598,Jessamine County 
3150,2020,21115,1120,Johnson County 
3153,2020,21117,8747,Kenton County 
3156,2020,21119,738,Knott County 
3159,2020,21121,1763,Knox County 
3162,2020,21123,816,LaRue County 
3165,2020,21125,3645,Laurel County 
3168,2020,21127,758,Lawrence County 
3171,2020,21129,1043,Lee County 
3174,2020,21131,471,Leslie County 
3177,2020,21133,1027,Letcher County 
3180,2020,21135,775,Lewis County 
3183,2020,21137,1443,Lincoln County 
3186,2020,21139,488,Livingston County 
3189,2020,21141,1695,Logan County 
3192,2020,21143,320,Lyon County 
3195,2020,21145,4265,McCracken County 
3198,2020,21147,1089,McCreary County 
3201,2020,21149,550,McLean County 
3204,2020,21151,5706,Madison County 
3207,2020,21153,701,Magoffin County 
3210,2020,21155,1510,Marion County 
3213,2020,21157,1558,Marshall County 
3216,2020,21159,657,Martin County 
3219,2020,21161,920,Mason County 
3222,2020,21163,1133,Meade County 
3225,2020,21165,215,Menifee County 
3228,2020,21167,1365,Mercer County 
3231,2020,21169,601,Metcalfe County 
3234,2020,21171,945,Monroe County 
3237,2020,21173,1378,Montgomery County 
3240,2020,21175,518,Morgan County 
3243,2020,21177,1920,Muhlenberg County 
3246,2020,21179,2855,Nelson County 
3249,2020,21181,255,Nicholas County 
3252,2020,21183,1473,Ohio County 
3255,2020,21185,3737,Oldham County 
3258,2020,21187,428,Owen County 
3261,2020,21189,304,Owsley County 
3264,2020,21191,612,Pendleton County 
3267,2020,21193,1552,Perry County 
3270,2020,21195,2923,Pike County 
3273,2020,21197,686,Powell County 
3276,2020,21199,3699,Pulaski County 
3279,2020,21201,138,Robertson County 
3282,2020,21203,842,Rockcastle County 
3285,2020,21205,1214,Rowan County 
3288,2020,21207,1099,Russell County 
3291,2020,21209,2457,Scott County 
3294,2020,21211,2989,Shelby County 
3297,2020,21213,1183,Simpson County 
3300,2020,21215,987,Spencer County 
3303,2020,21217,1723,Taylor County 
3306,2020,21219,686,Todd County 
3309,2020,21221,658,Trigg County 
3312,2020,21223,373,Trimble County 
3315,2020,21225,954,Union County 
3318,2020,21227,10105,Warren County 
3321,2020,21229,869,Washington County 
3324,2020,21231,1309,Wayne County 
3327,2020,21233,741,Webster County 
3330,2020,21235,2741,Whitley County 
3333,2020,21237,300,Wolfe County 
3336,2020,21239,1253,Woodford County 
3339,2020,22001,5021,Acadia Parish 
3342,2020,22003,2439,Allen Parish 
3345,2020,22005,7779,Ascension Parish 
3348,2020,22007,1358,Assumption Parish 
3351,2020,22009,2656,Avoyelles Parish 
3354,2020,22011,1905,Beauregard Parish 
3357,2020,22013,1185,Bienville Parish 
3360,2020,22015,8868,Bossier Parish 
3363,2020,22017,17594,Caddo Parish 
3366,2020,22019,13766,Calcasieu Parish 
3369,2020,22021,907,Caldwell Parish 
3372,2020,22023,380,Cameron Parish 
3375,2020,22025,845,Catahoula Parish 
3378,2020,22027,1039,Claiborne Parish 
3381,2020,22029,1436,Concordia Parish 
3384,2020,22031,1738,De Soto Parish 
3387,2020,22033,25511,East Baton Rouge Parish 
3390,2020,22035,950,East Carroll Parish 
3393,2020,22037,2440,East Feliciana Parish 
3396,2020,22039,2597,Evangeline Parish 
3399,2020,22041,2020,Franklin Parish 
3402,2020,22043,1479,Grant Parish 
3405,2020,22045,4769,Iberia Parish 
3408,2020,22047,2651,Iberville Parish 
3411,2020,22049,1362,Jackson Parish 
3414,2020,22051,31098,Jefferson Parish 
3417,2020,22053,2263,Jefferson Davis Parish 
3420,2020,22055,16506,Lafayette Parish 
3423,2020,22057,6207,Lafourche Parish 
3426,2020,22059,1144,LaSalle Parish 
3429,2020,22061,3298,Lincoln Parish 
3432,2020,22063,8681,Livingston Parish 
3435,2020,22065,1291,Madison Parish 
3438,2020,22067,2100,Morehouse Parish 
3441,2020,22069,2780,Natchitoches Parish 
3444,2020,22071,20524,Orleans Parish 
3447,2020,22073,13725,Ouachita Parish 
3450,2020,22075,1695,Plaquemines Parish 
3453,2020,22077,1893,Pointe Coupee Parish 
3456,2020,22079,8162,Rapides Parish 
3459,2020,22081,660,Red River Parish 
3462,2020,22083,1719,Richland Parish 
3465,2020,22085,2031,Sabine Parish 
3468,2020,22087,2332,St. Bernard Parish 
3471,2020,22089,3590,St. Charles Parish 
3474,2020,22091,699,St. Helena Parish 
3477,2020,22093,1311,St. James Parish 
3480,2020,22095,2610,St. John the Baptist Parish 
3483,2020,22097,6509,St. Landry Parish 
3486,2020,22099,3750,St. Martin Parish 
3489,2020,22101,3050,St. Mary Parish 
3492,2020,22103,15033,St. Tammany Parish 
3495,2020,22105,8962,Tangipahoa Parish 
3498,2020,22107,267,Tensas Parish 
3501,2020,22109,6124,Terrebonne Parish 
3504,2020,22111,1811,Union Parish 
3507,2020,22113,3463,Vermilion Parish 
3510,2020,22115,2122,Vernon Parish 
3513,2020,22117,3107,Washington Parish 
3516,2020,22119,2774,Webster Parish 
3519,2020,22121,1812,West Baton Rouge Parish 
3522,2020,22123,904,West Carroll Parish 
3525,2020,22125,915,West Feliciana Parish 
3528,2020,22127,1210,Winn Parish 
3531,2020,23001,2616,Androscoggin County 
3534,2020,23003,585,Aroostook County 
3537,2020,23005,7055,Cumberland County 
3540,2020,23007,449,Franklin County 
3543,2020,23009,531,Hancock County 
3546,2020,23011,1764,Kennebec County 
3549,2020,23013,361,Knox County 
3552,2020,23015,296,Lincoln County 
3555,2020,23017,1096,Oxford County 
3558,2020,23019,1971,Penobscot County 
3561,2020,23021,112,Piscataquis County 
3564,2020,23023,367,Sagadahoc County 
3567,2020,23025,737,Somerset County 
3570,2020,23027,378,Waldo County 
3573,2020,23029,357,Washington County 
3576,2020,23031,4815,York County 
3579,2020,24001,5374,Allegany County 
3582,2020,24003,24045,Anne Arundel County 
3585,2020,24005,38280,Baltimore County 
3588,2020,24009,2205,Calvert County 
3591,2020,24011,1295,Caroline County 
3594,2020,24013,5101,Carroll County 
3597,2020,24015,3535,Cecil County 
3600,2020,24017,5987,Charles County 
3603,2020,24019,1337,Dorchester County 
3606,2020,24021,11100,Frederick County 
3609,2020,24023,1439,Garrett County 
3612,2020,24025,8475,Harford County 
3615,2020,24027,11088,Howard County 
3618,2020,24029,722,Kent County 
3621,2020,24031,45791,Montgomery County 
3624,2020,24033,54127,Prince George's County 
3627,2020,24035,1614,Queen Anne's County 
3630,2020,24037,3202,St. Mary's County 
3633,2020,24039,1781,Somerset County 
3636,2020,24041,1135,Talbot County 
3639,2020,24043,8005,Washington County 
3642,2020,24045,4617,Wicomico County 
3645,2020,24047,2122,Worcester County 
3648,2020,24510,31312,Baltimore City 
3651,2020,25001,4915,Barnstable County 
3654,2020,25003,2656,Berkshire County 
3657,2020,25005,31597,Bristol County 
3660,2020,25007,435,Dukes County 
3663,2020,25009,54083,Essex County 
3666,2020,25011,1211,Franklin County 
3669,2020,25013,23978,Hampden County 
3672,2020,25015,3427,Hampshire County 
3675,2020,25017,70860,Middlesex County 
3678,2020,25019,692,Town and County of Nantucket
3681,2020,25021,24751,Norfolk County 
3684,2020,25023,22276,Plymouth County 
3687,2020,25025,51358,Suffolk County 
3690,2020,25027,40494,Worcester County 
3693,2020,26001,336,Alcona County 
3696,2020,26003,319,Alger County 
3699,2020,26005,5758,Allegan County 
3702,2020,26007,1142,Alpena County 
3705,2020,26009,618,Antrim County 
3708,2020,26011,597,Arenac County 
3711,2020,26013,545,Baraga County 
3714,2020,26015,2968,Barry County 
3717,2020,26017,6219,Bay County 
3720,2020,26019,658,Benzie County 
3723,2020,26021,9218,Berrien County 
3726,2020,26023,3070,Branch County 
3729,2020,26025,7802,Calhoun County 
3732,2020,26027,3194,Cass County 
3735,2020,26029,849,Charlevoix County 
3738,2020,26031,737,Cheboygan County 
3741,2020,26033,1385,Chippewa County 
3744,2020,26035,1224,Clare County 
3747,2020,26037,3879,Clinton County 
3750,2020,26039,457,Crawford County 
3753,2020,26041,2889,Delta County 
3756,2020,26043,2174,Dickinson County 
3759,2020,26045,4667,Eaton County 
3762,2020,26047,1207,Emmet County 
3765,2020,26049,21619,Genesee County 
3768,2020,26051,1184,Gladwin County 
3771,2020,26053,1002,Gogebic County 
3774,2020,26055,3015,Grand Traverse County 
3777,2020,26057,2389,Gratiot County 
3780,2020,26059,2588,Hillsdale County 
3783,2020,26061,1974,Houghton County 
3786,2020,26063,1523,Huron County 
3789,2020,26065,12635,Ingham County 
3792,2020,26067,3393,Ionia County 
3795,2020,26069,1104,Iosco County 
3798,2020,26071,813,Iron County 
3801,2020,26073,3426,Isabella County 
3804,2020,26075,7675,Jackson County 
3807,2020,26077,12232,Kalamazoo County 
3810,2020,26079,491,Kalkaska County 
3813,2020,26081,43274,Kent County 
3816,2020,26083,82,Keweenaw County 
3819,2020,26085,303,Lake County 
3822,2020,26087,4023,Lapeer County 
3825,2020,26089,626,Leelanau County 
3828,2020,26091,4207,Lenawee County 
3831,2020,26093,7825,Livingston County 
3834,2020,26095,192,Luce County 
3837,2020,26097,380,Mackinac County 
3840,2020,26099,49473,Macomb County 
3843,2020,26101,591,Manistee County 
3846,2020,26103,3557,Marquette County 
3849,2020,26105,979,Mason County 
3852,2020,26107,1651,Mecosta County 
3855,2020,26109,1689,Menominee County 
3858,2020,26111,4011,Midland County 
3861,2020,26113,479,Missaukee County 
3864,2020,26115,7595,Monroe County 
3867,2020,26117,2932,Montcalm County 
3870,2020,26119,286,Montmorency County 
3873,2020,26121,9333,Muskegon County 
3876,2020,26123,2253,Newaygo County 
3879,2020,26125,61195,Oakland County 
3882,2020,26127,1605,Oceana County 
3885,2020,26129,921,Ogemaw County 
3888,2020,26131,306,Ontonagon County 
3891,2020,26133,841,Osceola County 
3894,2020,26135,308,Oscoda County 
3897,2020,26137,1011,Otsego County 
3900,2020,26139,18475,Ottawa County 
3903,2020,26141,530,Presque Isle County 
3906,2020,26143,963,Roscommon County 
3909,2020,26145,12336,Saginaw County 
3912,2020,26147,7026,St. Clair County 
3915,2020,26149,3584,St. Joseph County 
3918,2020,26151,1497,Sanilac County 
3921,2020,26153,229,Schoolcraft County 
3924,2020,26155,2954,Shiawassee County 
3927,2020,26157,2637,Tuscola County 
3930,2020,26159,4044,Van Buren County 
3933,2020,26161,13702,Washtenaw County 
3936,2020,26163,84941,Wayne County 
3939,2020,26165,990,Wexford County 
3942,2020,27001,1020,Aitkin County 
3945,2020,27003,28886,Anoka County 
3948,2020,27005,2676,Becker County 
3951,2020,27007,2861,Beltrami County 
3954,2020,27009,3874,Benton County 
3957,2020,27011,429,Big Stone County 
3960,2020,27013,5026,Blue Earth County 
3963,2020,27015,2000,Brown County 
3966,2020,27017,2585,Carlton County 
3969,2020,27019,6415,Carver County 
3972,2020,27021,1920,Cass County 
3975,2020,27023,1268,Chippewa County 
3978,2020,27025,4127,Chisago County 
3981,2020,27027,6143,Clay County 
3984,2020,27029,653,Clearwater County 
3987,2020,27031,104,Cook County 
3990,2020,27033,1218,Cottonwood County 
3993,2020,27035,4491,Crow Wing County 
3996,2020,27037,30071,Dakota County 
3999,2020,27039,1159,Dodge County 
4002,2020,27041,3465,Douglas County 
4005,2020,27043,904,Faribault County 
4008,2020,27045,1098,Fillmore County 
4011,2020,27047,1969,Freeborn County 
4014,2020,27049,3023,Goodhue County 
4017,2020,27051,386,Grant County 
4020,2020,27053,85878,Hennepin County 
4023,2020,27055,1171,Houston County 
4026,2020,27057,1386,Hubbard County 
4029,2020,27059,2620,Isanti County 
4032,2020,27061,2684,Itasca County 
4035,2020,27063,784,Jackson County 
4038,2020,27065,923,Kanabec County 
4041,2020,27067,5369,Kandiyohi County 
4044,2020,27069,341,Kittson County 
4047,2020,27071,542,Koochiching County 
4050,2020,27073,599,Lac qui Parle County 
4053,2020,27075,544,Lake County 
4056,2020,27077,151,Lake of the Woods County 
4059,2020,27079,1941,Le Sueur County 
4062,2020,27081,449,Lincoln County 
4065,2020,27083,2815,Lyon County 
4068,2020,27085,3055,McLeod County 
4071,2020,27087,395,Mahnomen County 
4074,2020,27089,671,Marshall County 
4077,2020,27091,1564,Martin County 
4080,2020,27093,1867,Meeker County 
4083,2020,27095,2023,Mille Lacs County 
4086,2020,27097,2902,Morrison County 
4089,2020,27099,3304,Mower County 
4092,2020,27101,751,Murray County 
4095,2020,27103,2064,Nicollet County 
4098,2020,27105,3523,Nobles County 
4101,2020,27107,408,Norman County 
4104,2020,27109,9205,Olmsted County 
4107,2020,27111,4183,Otter Tail County 
4110,2020,27113,900,Pennington County 
4113,2020,27115,2454,Pine County 
4116,2020,27117,866,Pipestone County 
4119,2020,27119,3189,Polk County 
4122,2020,27121,689,Pope County 
4125,2020,27123,36918,Ramsey County 
4128,2020,27125,307,Red Lake County 
4131,2020,27127,1303,Redwood County 
4134,2020,27129,1291,Renville County 
4137,2020,27131,5478,Rice County 
4140,2020,27133,1015,Rock County 
4143,2020,27135,1598,Roseau County 
4146,2020,27137,12444,St. Louis County 
4149,2020,27139,10947,Scott County 
4152,2020,27141,7616,Sherburne County 
4155,2020,27143,1011,Sibley County 
4158,2020,27145,16881,Stearns County 
4161,2020,27147,2498,Steele County 
4164,2020,27149,665,Stevens County 
4167,2020,27151,785,Swift County 
4170,2020,27153,2219,Todd County 
4173,2020,27155,206,Traverse County 
4176,2020,27157,1484,Wabasha County 
4179,2020,27159,1119,Wadena County 
4182,2020,27161,1747,Waseca County 
4185,2020,27163,18379,Washington County 
4188,2020,27165,1023,Watonwan County 
4191,2020,27167,583,Wilkin County 
4194,2020,27169,3544,Winona County 
4197,2020,27171,10782,Wright County 
4200,2020,27173,861,Yellow Medicine County 
4203,2020,28001,1794,Adams County 
4206,2020,28003,2162,Alcorn County 
4209,2020,28005,849,Amite County 
4212,2020,28007,1709,Attala County 
4215,2020,28009,664,Benton County 
4218,2020,28011,3373,Bolivar County 
4221,2020,28013,1148,Calhoun County 
4224,2020,28015,924,Carroll County 
4227,2020,28017,1582,Chickasaw County 
4230,2020,28019,506,Choctaw County 
4233,2020,28021,701,Claiborne County 
4236,2020,28023,1186,Clarke County 
4239,2020,28025,1311,Clay County 
4242,2020,28027,1941,Coahoma County 
4245,2020,28029,2163,Copiah County 
4248,2020,28031,1823,Covington County 
4251,2020,28033,14512,DeSoto County 
4254,2020,28035,5174,Forrest County 
4257,2020,28037,578,Franklin County 
4260,2020,28039,1727,George County 
4263,2020,28041,980,Greene County 
4266,2020,28043,1949,Grenada County 
4269,2020,28045,1981,Hancock County 
4272,2020,28047,10550,Harrison County 
4275,2020,28049,13807,Hinds County 
4278,2020,28051,1577,Holmes County 
4281,2020,28053,712,Humphreys County 
4284,2020,28055,151,Issaquena County 
4287,2020,28057,2259,Itawamba County 
4290,2020,28059,8717,Jackson County 
4293,2020,28061,1405,Jasper County 
4296,2020,28063,465,Jefferson County 
4299,2020,28065,758,Jefferson Davis County 
4302,2020,28067,5163,Jones County 
4305,2020,28069,652,Kemper County 
4308,2020,28071,4224,Lafayette County 
4311,2020,28073,4037,Lamar County 
4314,2020,28075,4875,Lauderdale County 
4317,2020,28077,916,Lawrence County 
4320,2020,28079,2016,Leake County 
4323,2020,28081,7566,Lee County 
4326,2020,28083,2589,Leflore County 
4329,2020,28085,2499,Lincoln County 
4332,2020,28087,4311,Lowndes County 
4335,2020,28089,7079,Madison County 
4338,2020,28091,1735,Marion County 
4341,2020,28093,2879,Marshall County 
4344,2020,28095,2947,Monroe County 
4347,2020,28097,972,Montgomery County 
4350,2020,28099,2991,Neshoba County 
4353,2020,28101,1598,Newton County 
4356,2020,28103,923,Noxubee County 
4359,2020,28105,3360,Oktibbeha County 
4362,2020,28107,3144,Panola County 
4365,2020,28109,2536,Pearl River County 
4368,2020,28111,865,Perry County 
4371,2020,28113,2200,Pike County 
4374,2020,28115,3133,Pontotoc County 
4377,2020,28117,2065,Prentiss County 
4380,2020,28119,595,Quitman County 
4383,2020,28121,8671,Rankin County 
4386,2020,28123,2111,Scott County 
4389,2020,28125,386,Sharkey County 
4392,2020,28127,2016,Simpson County 
4395,2020,28129,1010,Smith County 
4398,2020,28131,1144,Stone County 
4401,2020,28133,2387,Sunflower County 
4404,2020,28135,1219,Tallahatchie County 
4407,2020,28137,2368,Tate County 
4410,2020,28139,1968,Tippah County 
4413,2020,28141,1562,Tishomingo County 
4416,2020,28143,751,Tunica County 
4419,2020,28145,2739,Union County 
4422,2020,28147,984,Walthall County 
4425,2020,28149,2692,Warren County 
4428,2020,28151,4231,Washington County 
4431,2020,28153,1652,Wayne County 
4434,2020,28155,736,Webster County 
4437,2020,28157,527,Wilkinson County 
4440,2020,28159,1825,Winston County 
4443,2020,28161,985,Yalobusha County 
4446,2020,28163,2083,Yazoo County 
4449,2020,29001,1850,Adair County 
4452,2020,29003,1506,Andrew County 
4455,2020,29005,364,Atchison County 
4458,2020,29007,2250,Audrain County 
4461,2020,29009,2312,Barry County 
4464,2020,29011,904,Barton County 
4467,2020,29013,961,Bates County 
